GiftId,TripId
43816,2250
16486,2250
482,2250
80442,2250
12255,2250
24266,2250
38942,2250
1596,2250
58733,2250
36675,2250
62600,2250
81323,2250
94360,2250
95309,2250
31972,3862
61068,3862
66297,3862
61733,3862
6416,3862
12399,3862
44419,3862
13706,3862
83603,3862
83359,3862
25530,3862
20,3862
31268,792
39771,792
3969,792
65306,792
9911,792
80758,792
29663,792
3254,792
80828,792
81333,792
6879,792
40281,792
21,792
18650,792
50268,792
89460,792
67932,792
41082,792
32485,792
43351,792
26138,792
98257,792
85497,792
73290,792
13945,792
59637,792
4786,792
52543,792
79211,792
93660,792
63395,792
38659,792
8059,792
50521,792
10070,792
64556,792
54656,792
79253,792
51697,792
26863,792
33257,792
34640,792
66683,792
69915,792
57714,792
81170,792
23949,792
87557,792
28018,792
55751,792
30539,792
79309,1176
93079,1176
22,1176
71637,1176
37556,1176
58330,1176
39620,1176
34446,1176
42829,1176
84101,1176
19009,1176
58181,1176
24428,1176
35968,1176
30093,1176
14397,1176
3025,1176
1380,1176
45199,1176
30708,1176
8567,1176
90390,1176
82961,1176
74972,1176
78486,1176
4358,1176
22906,1176
30257,1176
49802,1176
15884,1768
25685,1768
14218,1768
20908,1768
12621,1768
86784,1768
77903,1768
77496,1768
60041,1768
32488,1768
29175,1768
84296,1768
63659,1768
90057,1768
5368,1768
14685,1768
62162,1768
91776,1768
29208,1768
46551,1768
35058,1768
33461,1768
80862,1768
94832,1768
38171,1768
38152,1768
36439,1768
23,1768
81955,1768
81019,1768
73486,1768
59489,1768
25345,1768
99593,1768
5934,1768
2973,1768
63265,1768
24086,1768
87963,1768
32233,1768
90218,1768
29236,1310
12525,1310
66082,1310
50384,1310
81359,1310
24,1310
22279,1310
65675,1310
59176,1310
40060,1310
54096,1310
287,1310
65089,1310
69122,1310
16058,1310
83750,1310
80686,1310
10198,1310
6050,1310
92191,1310
38847,1310
93664,1310
41006,1310
68016,1310
16590,1310
51929,1310
63039,1310
63984,1310
78805,1310
56439,2833
33513,2833
72541,2833
70262,2833
91450,2833
63623,2833
6781,2833
91109,2833
52579,2833
75859,2833
63859,2833
56928,2833
99129,2833
68079,2833
69399,2833
51987,2833
59248,2833
16755,2833
74385,2833
87428,2833
38360,2833
15567,2833
25,2833
16085,2833
96014,2833
44575,2833
21091,2833
30201,2833
74890,2833
37133,2833
57719,2833
80695,2833
96842,2833
69127,2833
39457,2833
80260,2833
16092,2833
13530,3434
9585,3434
80984,3434
97365,3434
57928,3434
36564,3434
51053,3434
26,3434
16977,3434
96409,3434
74474,3434
68998,3434
95494,3434
37403,3434
90569,3434
17031,3434
97523,3434
88335,3434
54527,3434
94349,3434
91826,3434
2965,3434
56501,3434
29558,3434
49399,3434
12253,3434
64847,3434
15922,3434
27852,3434
31330,3434
31643,3434
80587,3434
54851,3434
17744,3434
58250,3434
71907,3434
93059,2075
58252,2075
53235,2075
31465,2075
41943,2075
13940,2075
46908,2075
60940,2075
82639,2075
7460,2075
80929,2075
44654,2075
52245,2075
64791,2075
27738,2075
52191,2075
17767,2075
54176,2075
66541,2075
91851,2075
90994,2075
19755,2075
92059,2075
43493,2075
27,2075
13068,2075
35484,2075
97424,137
76333,137
99384,137
28,137
67589,137
37200,137
47479,137
54579,137
76466,137
99866,137
80125,137
28225,3321
5201,3321
91112,3321
29,3321
32007,3321
9499,3321
26441,3321
26270,3321
37650,3321
59079,3321
56076,3321
41696,3321
3945,3321
84955,3321
92711,3321
30557,3321
81651,3321
29449,3321
72252,3321
76697,3321
35248,3321
83260,3321
92323,3321
57609,1736
44175,1736
26219,1736
51020,1736
3637,1736
68264,1736
84028,1736
95271,1736
49349,1736
25204,1736
27385,1736
13494,1736
75268,1736
74915,1736
12578,1736
64495,1736
40665,1736
51797,1736
86753,1736
71767,1736
64634,1736
44233,1736
43474,1736
30,1736
77149,1736
27956,1736
2393,1736
64427,3832
12674,3832
89547,3832
29306,3832
65286,3832
46071,3832
391,3832
35582,3832
47000,3832
84275,3832
25172,3832
31,3832
74566,3832
59544,3832
81908,3832
93650,3832
70523,3832
70113,3604
64787,3604
29512,3604
11348,3604
24385,3604
21721,3604
61370,3604
32,3604
11081,3604
59568,3604
11151,3604
47430,3604
40714,3604
75861,3604
29960,3604
47082,3604
58296,3604
30949,3604
27334,3604
46355,3604
96986,3604
776,3604
34932,3604
52995,3604
83035,3604
22762,2068
45861,2068
67866,2068
15623,2068
72796,2068
61549,2068
39934,2068
83250,2068
7980,2068
59314,2068
74516,2068
14518,2068
98835,2068
38125,2068
33,2068
31831,2068
84057,2068
74499,2068
24623,2068
40802,2068
18646,1096
56601,1096
44091,1096
21122,1096
65070,1096
58734,1096
34,1096
48153,1096
59708,1096
82458,1096
10606,791
96955,791
52604,791
972,791
54330,791
46112,791
39187,791
2681,791
49382,791
8875,791
18901,791
28840,791
72581,791
40090,791
3693,791
6348,791
14473,791
67581,791
84797,791
34368,791
17319,791
35,791
16604,791
43647,791
56567,791
21628,2311
66952,2311
85392,2311
4981,2311
43937,2311
35418,2311
69746,2311
92126,2311
65789,2311
41711,2311
97170,2311
38145,2311
54822,2311
71237,2311
48431,2311
54519,2311
70035,2311
61837,2311
10675,2311
54739,2311
86317,2311
13078,2311
98206,2311
84253,2311
56288,2311
57021,2311
63989,2311
41835,2311
80264,2311
78519,2311
36,2311
91589,2311
2999,2311
37383,2311
73120,239
46675,239
30050,239
70685,239
81483,239
60266,239
500,239
18106,239
38006,239
60165,239
64640,239
3506,239
23020,239
24948,239
64760,239
84316,239
50994,239
83012,239
93423,239
36761,239
57788,239
37404,239
37,239
63812,239
57094,239
21141,239
5754,239
22278,239
14691,239
83547,239
76074,3465
4733,3465
36373,3465
28653,3465
3487,3465
77811,3465
18753,3465
68309,3465
15604,3465
91817,3465
31087,3465
35744,3465
68053,3465
77993,3465
10496,3465
38994,3465
14932,3465
29621,3465
47427,3465
97933,3465
21635,3465
72316,3465
92901,3465
73288,3465
44974,3465
72102,3465
38,3465
91557,3465
85291,3465
95324,2003
76954,2003
99926,2003
66449,2003
71608,2003
88933,2003
39,2003
45292,2003
12214,2003
15516,2003
7299,2003
48920,2003
59030,2003
6805,2003
4500,2003
79733,2003
78538,2003
59151,2003
49623,2003
7501,2003
69538,2003
8142,2003
29998,2003
19596,2003
35921,2003
5740,613
18237,613
90740,613
40,613
96537,613
82589,613
94507,613
88552,613
48176,1241
54768,1241
4672,1241
70985,1241
8503,1241
91401,1241
44544,1241
10138,1241
47218,1241
41159,1241
78889,1241
4813,1241
22518,1241
41420,1241
2433,1241
25143,1241
51489,1241
19028,1241
2874,1241
23088,1241
70099,1241
87601,1241
38821,1241
9568,1241
37718,1241
82346,1241
97657,1241
73617,1241
97675,1241
49869,1241
58741,1241
18738,1241
73674,1241
46556,1241
68242,1241
38766,1241
6182,1241
74391,1241
10038,1241
334,1241
58370,1241
41,1241
20885,2377
74838,2377
92956,2377
4455,2377
52274,2377
54837,2377
23966,2377
83128,2377
12676,2377
24062,2377
57416,2377
33518,2377
96016,2377
42,2377
55125,2377
24601,2377
46716,3189
43,3189
22303,3189
96077,3189
42935,3189
29546,3189
30820,3189
70712,3189
64022,3189
3250,3189
24099,3189
18885,3189
6506,3189
8656,3189
20198,3189
63780,3189
23433,3189
61968,114
22862,114
16739,114
85015,114
88450,114
77905,114
97585,114
55289,114
10638,114
62536,114
75213,114
68193,114
67207,114
14319,114
30460,114
13578,114
2312,114
74557,114
30312,114
41011,114
39770,114
6812,114
540,114
3056,114
5063,114
77502,114
53229,114
38832,114
42528,114
25056,114
44,114
4661,3557
80779,3557
6764,3557
37963,3557
7802,3557
45,3557
80502,3557
93028,3557
12850,3557
24306,3557
10043,3557
94347,3557
37188,3557
97744,3557
24310,3557
52483,3557
96535,3557
66211,3557
69720,3557
69234,3557
14923,3557
64491,3557
77560,3557
1008,3557
45352,3557
26703,3557
4685,3557
49445,3557
96765,3557
41870,3557
5006,3557
65911,3557
87540,3557
58405,3557
54646,886
65653,886
28812,886
86277,886
7467,886
92056,886
1495,886
74787,886
46,886
41174,886
88046,886
79512,886
32477,886
65599,886
32373,886
20568,886
53695,886
7259,886
23402,886
16038,886
86211,886
44587,886
7067,886
65882,592
37331,592
80945,592
59093,592
85172,592
13860,592
19535,592
83630,592
66936,592
47,592
77041,592
57529,592
53588,592
77043,592
12957,592
35459,592
86660,592
90288,592
86255,592
55591,592
89901,592
7687,592
73213,592
82893,592
36043,789
98375,789
60430,789
39412,789
93522,789
3549,789
57184,789
79870,789
13076,789
10051,789
31072,789
89071,789
67404,789
49342,789
48,789
92676,789
52986,789
78759,789
24217,789
21443,789
94965,789
5525,789
25692,789
46356,789
8942,789
67022,789
35695,789
74152,789
63976,789
77020,789
86760,789
75146,789
51372,789
69721,789
63432,789
56232,789
33235,789
69675,789
12641,789
18460,789
38271,789
42089,1057
52731,1057
39181,1057
6762,1057
88659,1057
27159,1057
20916,1057
88485,1057
213,1057
6640,1057
23269,1057
10330,1057
73915,1057
61891,1057
73571,1057
13522,1057
83328,1057
80861,1057
85351,1057
30513,1057
64260,1057
78431,1057
49,1057
15706,1057
8787,1057
21362,1057
46950,1057
42091,1057
28554,1057
43827,759
81722,759
14271,759
40427,759
92592,759
74544,759
87048,759
58968,759
52238,759
37063,759
11790,759
5084,759
93508,759
4670,759
9247,759
72933,759
50,759
98429,759
60555,558
54508,558
57665,558
38281,558
51,558
14464,558
17689,558
73918,558
36777,558
23864,558
9364,558
6978,558
62572,558
52120,558
25548,558
27394,558
28723,558
90712,558
32300,558
54453,558
61126,558
4959,558
47265,558
60102,558
65965,558
37027,558
56392,558
89264,558
83475,558
16615,558
36524,558
47569,558
85322,558
27541,558
63867,558
16201,558
66124,558
99312,558
11253,558
14201,2169
5608,2169
61482,2169
87902,2169
5170,2169
37826,2169
86284,2169
51940,2169
38150,2169
53166,2169
52,2169
2462,2169
2519,2169
37810,2169
35931,2169
37714,2169
43465,2169
110,2169
51874,1249
76844,1249
52340,1249
54967,1249
59852,1249
33331,1249
20861,1249
46047,1249
31959,1249
302,1249
72682,1249
28886,1249
39775,1249
54772,1249
75757,1249
13273,1249
54149,1249
63035,1249
14924,1249
78488,1249
30910,1249
55813,1249
82833,1249
53,1249
40904,1249
60512,1249
71103,1249
10969,1249
96491,1249
53825,1249
74554,1249
40971,1249
44758,1249
37343,1249
37720,1249
93055,1249
81950,1249
35936,1249
86935,1249
80644,1249
3866,1249
43632,2147
2813,2147
76369,2147
60595,2147
94545,2147
98263,2147
5800,2147
16862,2147
36718,2147
15049,2147
17330,2147
39178,2147
16911,2147
56827,2147
54,2147
61035,2147
71699,2147
35873,2147
56763,2147
47441,2147
34390,2147
69540,2147
48188,2147
75061,2147
62756,2147
47279,2147
94488,2147
95024,2147
1070,1640
83133,1640
17381,1640
3570,1640
9056,1640
54159,1640
68720,1640
81153,1640
11524,1640
71110,1640
77269,1640
69421,1640
2669,1640
74993,1640
28927,1640
70146,1640
56260,1640
14233,1640
65107,1640
47058,1640
44964,1640
36487,1640
47011,1640
45979,1640
94711,1640
35427,1640
58437,1640
55,1640
22031,175
97206,175
78932,175
14043,175
47979,175
19379,175
41958,175
70879,175
12391,175
57452,175
11387,175
52031,175
54888,175
61149,175
21792,175
56,175
63926,175
17721,175
59869,175
16243,175
49888,175
1767,175
8181,175
31569,175
33314,175
16080,175
97244,175
96676,175
36515,175
2888,175
29308,175
12806,175
14154,175
56630,175
71333,175
23812,175
56863,175
20282,175
35479,175
36149,175
68278,2943
44139,2943
35289,2943
92482,2943
91780,2943
99555,2943
20174,2943
72904,2943
50286,2943
55902,2943
80322,2943
66053,2943
54771,2943
77568,2943
60839,2943
37427,2943
83179,2943
50451,2943
31997,2943
57,2943
54343,2943
68281,2943
73481,2943
23704,2943
65410,991
76771,991
70391,991
26769,991
88708,991
91745,991
64613,991
59689,991
20289,991
58,991
55657,991
80689,991
53926,991
85617,991
41250,991
40994,991
65730,991
55355,991
9625,991
54055,991
845,991
34033,991
70403,991
18229,991
51473,991
17169,991
6697,991
84126,991
70720,991
38527,991
58258,991
53843,991
65453,991
38244,991
69973,991
95008,991
12453,1663
86429,1663
59861,1663
24052,1663
59,1663
29538,1663
90191,1663
11098,1663
8252,1663
34870,1663
58757,1663
78811,1663
97412,1663
39331,1663
26909,1663
78845,1663
79823,1663
91941,1841
42864,1841
76556,1841
62360,1841
27212,1841
91102,1841
34296,1841
43876,1841
95567,1841
60,1841
89011,1841
51544,1841
88734,1841
4293,1841
666,1841
64846,1841
45426,1841
15601,1841
33041,1841
59181,1841
7077,1841
44493,1841
42734,1841
79639,577
96406,577
20029,577
98845,577
64701,577
95097,577
9560,577
34788,577
35956,577
98749,577
5855,577
63982,577
41297,577
57060,577
74446,577
61,577
72304,577
78678,577
38329,577
52389,577
23504,577
54040,577
75957,577
8100,577
75105,2831
93546,2831
62,2831
39075,2831
93768,2831
96107,2831
69027,2831
2100,2831
69384,2831
81458,2831
27316,2831
17523,2831
29225,2831
30635,2831
29529,2831
2707,2831
90675,2831
74656,2831
73071,2831
88873,2831
8067,2831
82349,2831
59894,2831
54534,2831
94419,2831
20894,2831
26867,2831
56701,2831
89010,2831
16758,2831
54116,2831
67,2831
76735,2831
76146,2831
69931,2831
80602,1731
39866,1731
42372,1731
60368,1731
39769,1731
39698,1731
83449,1731
79409,1731
20407,1731
6899,1731
6554,1731
31721,1731
36561,1731
61601,1731
89142,1731
92678,1731
94709,1731
96926,1731
4998,1731
29024,1731
8711,1731
63,1731
88976,2934
77783,2934
14208,2934
66103,2934
84125,2934
91218,2934
59018,2934
99600,2934
63430,2934
78839,2934
23333,2934
18047,2934
33861,2934
64,2934
4432,2934
57814,2934
60633,2934
53334,2934
47378,2934
28132,2934
66959,2934
93757,2934
97072,2934
95459,2934
58670,2934
5409,2934
81051,2934
12091,2934
65528,1718
5241,1718
25464,1718
91818,1718
19746,1718
71386,1718
1892,1718
45501,1718
61011,1718
65,1718
33322,1718
12837,1718
83685,1718
38779,1718
4080,1718
92982,1718
91785,1718
54326,1718
52584,1718
96470,1718
80234,1718
28365,1718
66844,1718
94334,1718
19258,1718
99391,1718
59528,1718
10938,1718
33206,1718
6180,1718
98049,1718
47208,3979
4893,3979
69593,3979
98268,3979
45137,3979
95669,3979
95568,3979
63445,3979
91824,3979
28331,3979
53329,3979
56934,3979
97434,3979
57819,3979
96958,3979
24545,3979
11198,3979
97329,3979
66,3979
50617,3979
13853,3979
71112,3979
74103,3979
30620,3979
37785,3979
92358,3979
3128,1525
275,1525
20696,1525
98958,1525
31279,1525
37784,1525
753,1525
24244,1525
87749,1525
61044,1525
75772,1525
92549,1525
20406,1525
63210,1525
92093,1525
96356,1525
94097,1525
68,1525
15466,1525
86530,1525
17380,1525
49710,1525
45739,1525
45103,1525
28951,1525
2885,1525
10366,1525
18293,1525
11633,1525
48871,1525
22684,1525
46808,1525
45010,531
2581,531
69,531
30565,531
80431,531
88981,531
89126,531
43681,531
53002,531
76540,531
7170,531
46795,531
13877,531
15856,531
72633,531
68302,531
20313,531
65103,531
82370,531
86557,531
55344,531
42076,531
24586,531
23232,531
24896,531
75231,531
24311,531
95847,531
55748,531
62371,531
10531,531
37725,531
20641,531
94130,531
22637,531
38778,531
70,1102
74380,1102
24779,1102
2256,1102
63481,1102
6185,1102
16320,1102
70177,1102
57813,1102
34009,1102
51227,1102
15483,1102
13536,1102
7203,1102
98184,1102
79180,1102
67329,1102
78580,1102
84366,1102
55703,1102
47989,1102
58277,1102
5638,1102
32869,1102
82359,1102
81525,1102
58127,1102
24594,1102
65090,1851
5294,1851
78986,1851
85342,1851
55538,1851
41153,1851
61225,1851
64348,1851
44293,1851
21463,1851
71,1851
32016,1851
20763,1851
89401,1851
96751,1851
72012,1851
26545,1851
19094,1851
59271,1851
42850,1851
6712,1851
45061,1851
8147,1851
68220,1851
72506,1851
54521,1851
53832,2614
58591,2614
46816,2614
38396,2614
50001,2614
74503,2614
26729,2614
20976,2614
48668,2614
79719,2614
16837,2614
45736,2614
65966,2614
89656,2614
72,2614
76752,2614
29357,2614
53910,2614
86690,2614
82690,2614
18347,2614
54268,2614
43515,2614
23405,2614
22752,2614
21555,2614
36719,2614
56564,2614
15843,2614
31812,2614
36728,2614
83565,2614
18324,2614
74165,2614
64599,2614
236,2614
45088,2614
45823,2614
79239,2614
32324,2614
4203,989
65312,989
72319,989
38597,989
76993,989
4958,989
82306,989
97797,989
70988,989
73,989
45528,989
80469,989
77051,989
55531,989
80232,989
48234,989
20241,989
3788,989
58056,989
3666,989
81677,989
4208,989
12338,989
68711,989
44988,644
53369,644
55562,644
5099,644
36828,644
73301,644
89377,644
90446,644
69275,644
57313,644
65197,644
74,644
15756,644
47452,644
35737,644
66894,644
62157,644
77096,644
49120,644
82930,644
70271,644
63198,644
81793,644
2454,644
58229,644
92743,644
31875,644
5991,644
7312,644
65866,644
69807,644
93995,644
37006,644
43318,644
86249,644
16347,644
10905,644
11688,644
15924,644
75,3778
90339,3778
17046,3778
59549,3778
72317,3778
98798,3778
52203,471
64190,471
87304,471
4716,471
76,471
24320,471
30566,471
31380,471
48032,471
2584,471
59939,471
202,471
20844,471
31043,471
12085,3672
35456,3672
37742,3672
7835,3672
92811,3672
58145,3672
13270,3672
64285,3672
68989,3672
260,3672
28633,3672
1421,3672
39570,3672
11670,3672
3831,3672
23146,3672
41532,3672
94457,3672
49591,3672
97407,3672
48279,3672
80415,3672
57758,3672
6983,3672
77,3672
21144,3672
96027,3672
57388,3672
77119,3672
86835,3672
29475,3672
3243,3672
30932,3672
6117,3672
27729,3672
68414,3672
72947,3672
63586,3672
14317,3672
2161,3672
29848,3672
33312,2766
78361,2766
45193,2766
29897,2766
91345,2766
14916,2766
28378,2766
16730,2766
37899,2766
48334,2766
74594,2766
52281,2766
6063,2766
49783,2766
54046,2766
78,2766
33932,2766
44435,2766
94060,2766
42794,2766
44268,2766
95113,2766
54844,2766
26687,2766
45705,2766
42738,2766
97509,2766
53962,3112
81354,3112
22755,3112
73680,3112
8485,3112
8735,3112
88865,3112
32382,3112
53769,3112
5492,3112
72110,3112
89426,3112
57588,3112
66316,3112
5930,3112
79,3112
22343,3112
57622,3112
70244,3112
88773,3112
39491,3112
99468,3112
67107,3112
62434,3112
78418,2157
38786,2157
43883,2157
67639,2157
73474,2157
90695,2157
62632,2157
62292,2157
92336,2157
88854,2157
56292,2157
15258,2157
58240,2157
80,2157
55555,2157
45414,2157
91379,2157
20377,2157
13793,3017
51988,3017
270,3017
68932,3017
11126,3017
67129,3017
28243,3017
1343,3017
72572,3017
2923,3017
31901,3017
20456,3017
23680,3017
63802,3017
52757,3017
19287,3017
19512,3017
70324,3017
77321,3017
81,3017
74069,3017
14360,3017
16883,3017
86723,3017
8379,3017
48215,457
96742,457
909,457
60836,457
20871,457
59906,457
23272,457
57368,457
86927,457
94914,457
61796,457
59675,457
60063,457
38053,457
94324,457
46856,457
82,457
1285,3825
6476,3825
77689,3825
77026,3825
27884,3825
16959,3825
98685,3825
7504,3825
73437,3825
1354,3825
65053,3825
63047,3825
83,3825
71606,3825
76646,3825
75620,3825
42480,3825
15888,3825
72163,3825
87078,3825
25371,3825
71257,3825
70833,3825
11105,3825
73839,3825
66094,3825
31310,3825
92846,3825
20729,3825
74118,3825
56939,3825
19240,3825
23374,3825
73772,2953
45554,2953
20527,2953
41177,2953
52542,2953
36002,2953
88993,2953
48859,2953
18110,2953
46217,2953
32539,2953
91020,2953
20633,2953
74879,2953
84,2953
20723,2953
51303,2953
17600,2953
20532,2953
21492,2953
8959,2953
69542,2953
33511,2953
30282,2953
69867,2953
15414,2953
10371,2953
33167,2953
20970,2953
13214,2953
62791,1008
38206,1008
6823,1008
1325,1008
52564,1008
44800,1008
12902,1008
17125,1008
26122,1008
83858,1008
21116,1008
85,1008
22619,1008
70080,1008
67849,1008
38167,1008
7186,1008
77007,2223
47642,2223
85651,2223
85495,2223
21294,2223
49957,2223
28440,2223
86,2223
8853,2223
85064,2223
40819,2223
18036,2223
69141,2223
31862,2223
48640,2223
19047,2223
70211,2223
83381,2223
76008,2223
32998,2223
94727,2223
68332,2223
58472,2223
44684,2223
21838,2223
41606,2223
47620,2223
82080,2223
78342,2223
2252,2223
21329,2591
61924,2591
73334,2591
7636,2591
73284,2591
43549,2591
96906,2591
83413,2591
69047,2591
87,2591
72837,2591
78037,2591
12433,2591
65159,2591
2506,2591
46738,2591
45530,2591
84711,2591
97515,2591
73227,2591
67883,2591
31669,2591
78167,2591
85056,2591
78253,1911
27854,1911
67822,1911
99326,1911
92090,1911
99692,1911
88,1911
25412,1911
90375,1911
37593,1911
6150,1911
11112,1911
68071,1911
40211,1911
5038,1911
49310,1911
28173,1911
61375,1911
94247,1911
35657,1911
5352,1911
93245,1911
20868,1911
95730,1911
64529,1377
99435,1377
89234,1377
89697,1377
46459,1377
23549,1377
82101,1377
89,1377
77033,1377
71540,1377
12325,1377
94812,1377
60815,1377
60176,1377
39809,1377
60192,1377
56822,1377
98732,1377
77664,1377
33557,1377
89118,1377
93808,1377
73393,1377
16525,1377
18018,1377
68719,1377
31635,3206
67482,3206
46561,3206
25564,3206
65332,3206
90,3206
80330,3206
84568,3206
18746,3206
86956,3206
94211,3206
64461,3206
54866,3206
16098,3206
5841,227
14603,227
98083,227
82547,227
24269,227
25128,227
36204,227
41241,227
89108,227
36383,227
59541,227
40567,227
36077,227
57095,227
92182,227
59636,227
84921,227
91,227
72322,227
39594,227
15276,227
21736,227
59814,227
32206,227
11830,227
4574,3012
7862,3012
92,3012
10744,3012
85515,3012
32514,3012
31467,3012
83112,3012
560,3012
90887,3012
5375,3012
14861,3012
97404,3012
85619,3012
95417,3012
28507,3955
93,3955
82075,3955
48688,3955
60044,3955
36516,3955
54727,3955
38339,3955
70744,3955
24322,3955
57485,3955
88156,3955
8902,3955
93625,3955
16330,3955
16470,3955
93412,3955
31477,3955
58830,3955
46486,3955
78620,3955
96943,3955
6649,3955
12547,3955
74875,3955
2397,3955
29288,55
99493,55
7626,55
97514,55
97885,55
27905,55
59436,55
90217,55
72824,55
886,55
40399,55
35973,55
32904,55
17854,55
94,55
33462,55
33467,55
67170,55
2695,55
94513,55
34860,55
42178,55
80552,55
28784,55
24301,55
77744,55
10666,55
59309,3441
85556,3441
6413,3441
86889,3441
34583,3441
34625,3441
61305,3441
51785,3441
53475,3441
83813,3441
